,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Open Source Trip Gen Data - A Service of Spack Consulting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04:45:00,2,1,9,3,6,,04:45:00,3,2,13,5,8,,04:45:00,0,2,9,4,5,,04:45:00,0,0,5,2,3,,04:45:00,2,1,8,3,5,,04:45:00,1,1,15,4,11,,04:45:00,3,3,12,5,7,,04:45:00,1,1,2,1,1,,04:45:00,2,2,27,8,19,,04:45:00,6,7,38,14,24,,04:45:00,4,3,25,12,13,,04:45:00,3,0,14,9,5,,04:45:00,1,1,5,3,2,,04:45:00,0,1,1,0,1,,04:45:00,0,0,2,1,1,,04:45:00,1,2,4,1,3,,04:45:00,0,0,0,0,0,,04:45:00,0,0,0,0,0,,04:45:00,0,0,3,2,1,,04:45:00,4,1,17,9,8,,04:45:00,3,3,13,7,6,,04:45:00,1,1,11,5,6
,05:00:00,0,1,16,6,10,,05:00:00,1,4,13,6,7,,05:00:00,2,2,8,5,3,,05:00:00,1,3,6,3,3,,05:00:00,0,0,8,3,5,,05:00:00,0,4,15,4,11,,05:00:00,2,2,8,2,6,,05:00:00,0,0,5,0,5,,05:00:00,1,6,28,8,20,,05:00:00,2,5,34,11,23,,05:00:00,4,3,23,12,11,,05:00:00,4,2,15,7,8,,05:00:00,1,0,5,3,2,,05:00:00,0,0,0,0,0,,05:00:00,1,1,3,1,2,,05:00:00,0,0,1,0,1,,05:00:00,0,0,0,0,0,,05:00:00,0,0,2,1,1,,05:00:00,2,1,4,2,2,,05:00:00,3,2,15,6,9,,05:00:00,0,0,10,5,5,,05:00:00,2,2,13,6,7
,05:15:00,1,1,20,8,12,,05:15:00,1,1,11,5,6,,05:15:00,1,1,7,4,3,,05:15:00,1,0,4,3,1,,05:15:00,0,0,11,4,7,,05:15:00,3,3,12,4,8,,05:15:00,0,1,10,0,10,,05:15:00,0,0,12,1,11,,05:15:00,1,3,30,11,19,,05:15:00,3,5,38,16,22,,05:15:00,2,3,22,10,12,,05:15:00,1,1,15,7,8,,05:15:00,1,1,6,3,3,,05:15:00,0,0,0,0,0,,05:15:00,0,0,1,0,1,,05:15:00,0,0,3,1,2,,05:15:00,0,0,0,0,0,,05:15:00,0,0,2,1,1,,05:15:00,0,0,1,0,1,,05:15:00,1,2,11,4,7,,05:15:00,4,3,10,5,5,,05:15:00,2,2,9,4,5
,05:30:00,0,3,19,8,11,,05:30:00,0,1,16,7,9,,05:30:00,1,0,6,3,3,,05:30:00,0,0,4,3,1,,05:30:00,1,4,15,5,10,,05:30:00,0,3,11,4,7,,05:30:00,0,1,15,1,14,,05:30:00,0,0,17,3,14,,05:30:00,4,8,32,14,18,,05:30:00,3,7,38,18,20,,05:30:00,2,4,21,10,11,,05:30:00,1,2,15,7,8,,05:30:00,0,0,5,3,2,,05:30:00,0,0,0,0,0,,05:30:00,0,0,1,0,1,,05:30:00,0,1,3,1,2,,05:30:00,0,0,0,0,0,,05:30:00,0,0,2,1,1,,05:30:00,0,0,2,1,1,,05:30:00,1,3,13,6,7,,05:30:00,0,0,4,2,2,,05:30:00,0,1,5,2,3
,05:45:00,5,5,22,9,13,,05:45:00,4,1,17,7,10,,05:45:00,1,0,7,3,4,,05:45:00,1,0,8,3,5,,05:45:00,2,1,17,7,10,,05:45:00,1,1,11,4,7,,05:45:00,0,2,25,5,20,,05:45:00,0,5,27,4,23,,05:45:00,2,3,32,16,16,,05:45:00,3,6,44,26,18,,05:45:00,4,1,21,11,10,,05:45:00,1,3,14,6,8,,05:45:00,1,1,5,3,2,,05:45:00,0,0,1,0,1,,05:45:00,0,1,2,1,1,,05:45:00,0,0,2,1,1,,05:45:00,0,0,0,0,0,,05:45:00,1,1,2,1,1,,05:45:00,0,1,4,1,3,,05:45:00,1,2,16,9,7,,05:45:00,1,2,4,2,2,,05:45:00,2,2,6,3,3
,06:00:00,2,3,22,8,14,,06:00:00,0,3,19,7,12,,06:00:00,1,2,15,5,10,,06:00:00,1,1,14,6,8,,06:00:00,1,2,25,9,16,,06:00:00,0,1,20,8,12,,06:00:00,0,6,33,10,23,,06:00:00,1,6,25,7,18,,06:00:00,4,5,46,25,21,,06:00:00,7,4,78,57,21,,06:00:00,2,4,27,14,13,,06:00:00,4,2,16,8,8,,06:00:00,1,1,4,2,2,,06:00:00,0,0,3,1,2,,06:00:00,0,0,4,2,2,,06:00:00,1,1,3,2,1,,06:00:00,0,0,4,3,1,,06:00:00,0,0,0,0,0,,06:00:00,0,0,5,2,3,,06:00:00,1,0,22,12,10,,06:00:00,0,0,3,2,1,,06:00:00,0,0,3,2,1
,06:15:00,1,0,21,7,14,,06:15:00,3,4,24,10,14,,06:15:00,0,1,17,5,12,,06:15:00,1,0,12,5,7,,06:15:00,1,3,27,10,17,,06:15:00,3,2,27,11,16,,06:15:00,1,5,39,14,25,,06:15:00,2,3,21,6,15,,06:15:00,4,2,66,37,29,,06:15:00,5,3,94,66,28,,06:15:00,2,2,29,15,14,,06:15:00,1,1,20,8,12,,06:15:00,1,0,5,2,3,,06:15:00,0,0,6,3,3,,06:15:00,0,0,6,3,3,,06:15:00,0,0,2,2,0,,06:15:00,0,0,5,4,1,,06:15:00,0,0,1,1,0,,06:15:00,1,0,5,2,3,,06:15:00,3,2,29,15,14,,06:15:00,1,0,3,2,1,,06:15:00,0,0,4,2,2
,06:30:00,1,5,31,7,24,,06:30:00,0,2,27,12,15,,06:30:00,1,1,21,7,14,,06:30:00,0,4,12,4,8,,06:30:00,3,4,26,10,16,,06:30:00,0,3,30,11,19,,06:30:00,4,7,45,20,25,,06:30:00,1,9,22,4,18,,06:30:00,6,6,76,37,39,,06:30:00,11,5,99,66,33,,06:30:00,3,3,43,17,26,,06:30:00,0,2,25,9,16,,06:30:00,0,0,6,2,4,,06:30:00,0,1,8,4,4,,06:30:00,1,0,9,5,4,,06:30:00,0,0,2,2,0,,06:30:00,0,0,5,4,1,,06:30:00,0,0,1,1,0,,06:30:00,0,2,6,2,4,,06:30:00,4,3,31,16,15,,06:30:00,0,0,3,2,1,,06:30:00,1,1,8,4,4
,06:45:00,4,6,39,11,28,,06:45:00,4,3,35,13,22,,06:45:00,3,6,22,7,15,,06:45:00,4,3,11,4,7,,06:45:00,4,7,25,8,17,,06:45:00,5,6,35,14,21,,06:45:00,5,5,42,20,22,,06:45:00,3,0,21,3,18,,06:45:00,11,8,113,49,64,,06:45:00,34,9,118,70,48,,06:45:00,7,4,51,20,31,,06:45:00,3,3,39,13,26,,06:45:00,0,1,13,6,7,,06:45:00,1,1,10,6,4,,06:45:00,1,2,9,5,4,,06:45:00,1,0,4,3,1,,06:45:00,3,1,5,4,1,,06:45:00,0,0,1,1,0,,06:45:00,1,1,10,5,5,,06:45:00,4,5,31,15,16,,06:45:00,1,1,7,3,4,,06:45:00,1,0,12,7,5
,07:00:00,1,3,33,7,26,,07:00:00,3,5,33,10,23,,07:00:00,1,4,21,8,13,,07:00:00,0,0,9,2,7,,07:00:00,2,3,25,7,18,,07:00:00,3,5,32,11,21,,07:00:00,4,8,37,18,19,,07:00:00,0,3,23,3,20,,07:00:00,16,13,116,45,71,,07:00:00,16,11,95,46,49,,07:00:00,3,5,57,20,37,,07:00:00,4,6,49,17,32,,07:00:00,1,2,22,11,11,,07:00:00,2,1,9,6,3,,07:00:00,1,1,7,4,3,,07:00:00,1,0,6,3,3,,07:00:00,1,0,3,2,1,,07:00:00,1,0,1,1,0,,07:00:00,0,0,12,5,7,,07:00:00,4,4,34,16,18,,07:00:00,0,0,13,6,7,,07:00:00,0,1,19,10,9
,07:15:00,1,10,38,10,28,,07:15:00,5,5,30,7,23,,07:15:00,2,3,22,7,15,,07:15:00,0,1,12,3,9,,07:15:00,1,2,23,6,17,,07:15:00,3,5,28,9,19,,07:15:00,7,5,29,16,13,,07:15:00,0,6,26,4,22,,07:15:00,4,12,113,42,71,,07:15:00,5,8,125,41,84,,07:15:00,4,14,80,28,52,,07:15:00,2,5,54,21,33,,07:15:00,1,1,26,13,13,,07:15:00,1,1,13,7,6,,07:15:00,2,1,10,5,5,,07:15:00,0,0,6,3,3,,07:15:00,0,0,3,2,1,,07:15:00,0,0,7,4,3,,07:15:00,1,1,19,9,10,,07:15:00,4,3,39,19,20,,07:15:00,1,0,22,11,11,,07:15:00,2,2,22,12,10
,07:30:00,5,9,36,11,25,,07:30:00,1,9,28,5,23,,07:30:00,1,2,22,6,16,,07:30:00,0,3,19,5,14,,07:30:00,1,5,20,5,15,,07:30:00,3,5,26,9,17,,07:30:00,4,4,24,11,13,,07:30:00,0,9,34,5,29,,07:30:00,18,31,124,51,73,,07:30:00,15,20,134,44,90,,07:30:00,6,8,74,30,44,,07:30:00,4,12,58,21,37,,07:30:00,4,3,31,16,15,,07:30:00,2,1,14,7,7,,07:30:00,1,0,9,4,5,,07:30:00,1,1,13,7,6,,07:30:00,0,0,5,4,1,,07:30:00,0,0,7,4,3,,07:30:00,3,3,18,9,9,,07:30:00,3,4,38,17,21,,07:30:00,1,3,30,14,16,,07:30:00,4,2,22,12,10
,07:45:00,0,4,32,7,25,,07:45:00,1,4,22,6,16,,07:45:00,4,4,30,9,21,,07:45:00,2,3,25,6,19,,07:45:00,3,8,18,7,11,,07:45:00,2,6,27,9,18,,07:45:00,3,2,23,9,14,,07:45:00,3,2,30,7,23,,07:45:00,7,15,117,56,61,,07:45:00,10,10,125,42,83,,07:45:00,7,10,74,33,41,,07:45:00,7,9,59,27,32,,07:45:00,5,5,31,15,16,,07:45:00,1,0,14,7,7,,07:45:00,0,1,11,5,6,,07:45:00,1,2,12,7,5,,07:45:00,1,1,10,6,4,,07:45:00,0,0,10,6,4,,07:45:00,1,3,18,8,10,,07:45:00,5,7,47,22,25,,07:45:00,4,4,32,17,15,,07:45:00,4,4,27,15,12
,08:00:00,4,5,32,8,24,,08:00:00,0,5,24,8,16,,08:00:00,0,6,35,9,26,,08:00:00,1,2,35,8,27,,08:00:00,1,2,9,4,5,,08:00:00,1,3,24,8,16,,08:00:00,2,2,22,8,14,,08:00:00,1,5,30,5,25,,08:00:00,13,13,115,56,59,,08:00:00,11,46,124,35,89,,08:00:00,11,20,63,29,34,,08:00:00,8,7,57,23,34,,08:00:00,3,4,29,14,15,,08:00:00,3,4,17,8,9,,08:00:00,2,3,15,8,7,,08:00:00,1,0,13,8,5,,08:00:00,1,0,10,6,4,,08:00:00,4,3,17,10,7,,08:00:00,4,3,18,7,11,,08:00:00,7,6,46,22,24,,08:00:00,5,4,35,18,17,,08:00:00,2,2,32,16,16
,08:15:00,2,7,33,7,26,,08:15:00,3,5,29,9,20,,08:15:00,1,4,39,14,25,,08:15:00,2,6,38,8,30,,08:15:00,0,0,8,5,3,,08:15:00,3,3,26,10,16,,08:15:00,2,5,26,8,18,,08:15:00,1,13,31,7,24,,08:15:00,13,14,120,61,59,,08:15:00,8,14,85,32,53,,08:15:00,6,6,51,28,23,,08:15:00,2,9,62,24,38,,08:15:00,4,3,25,12,13,,08:15:00,1,2,21,10,11,,08:15:00,1,1,15,8,7,,08:15:00,4,3,17,8,9,,08:15:00,2,0,12,5,7,,08:15:00,0,0,17,8,9,,08:15:00,1,0,14,5,9,,08:15:00,2,4,44,21,23,,08:15:00,4,5,35,18,17,,08:15:00,2,2,48,24,24
,08:30:00,1,9,32,7,25,,08:30:00,2,2,26,7,19,,08:30:00,4,7,44,16,28,,08:30:00,1,8,34,7,27,,08:30:00,3,1,9,6,3,,08:30:00,3,6,23,9,14,,08:30:00,2,5,26,9,17,,08:30:00,2,3,21,6,15,,08:30:00,23,19,105,51,54,,08:30:00,13,13,78,30,48,,08:30:00,9,5,67,38,29,,08:30:00,10,7,67,28,39,,08:30:00,3,4,23,11,12,,08:30:00,2,1,26,13,13,,08:30:00,2,1,23,13,10,,08:30:00,1,0,14,5,9,,08:30:00,2,3,18,7,11,,08:30:00,2,1,19,9,10,,08:30:00,2,4,15,5,10,,08:30:00,8,8,60,30,30,,08:30:00,4,2,35,17,18,,08:30:00,7,4,53,26,27
,08:45:00,1,3,25,6,19,,08:45:00,3,4,28,6,22,,08:45:00,4,9,43,14,29,,08:45:00,4,11,34,10,24,,08:45:00,0,2,11,6,5,,08:45:00,1,4,23,8,15,,08:45:00,2,2,22,8,14,,08:45:00,1,4,24,8,16,,08:45:00,7,13,83,36,47,,08:45:00,3,16,74,25,49,,08:45:00,3,3,76,37,39,,08:45:00,3,11,77,21,56,,08:45:00,4,4,17,9,8,,08:45:00,2,2,27,14,13,,08:45:00,3,2,33,17,16,,08:45:00,2,2,14,4,10,,08:45:00,1,1,15,5,10,,08:45:00,4,3,20,8,12,,08:45:00,0,4,12,5,7,,08:45:00,5,6,53,26,27,,08:45:00,5,6,36,17,19,,08:45:00,5,8,60,28,32
,09:00:00,3,7,30,9,21,,09:00:00,1,9,30,5,25,,09:00:00,5,5,41,11,30,,09:00:00,1,5,34,8,26,,09:00:00,2,0,14,9,5,,09:00:00,3,3,30,12,18,,09:00:00,2,6,28,8,20,,09:00:00,3,4,23,7,16,,09:00:00,18,13,94,47,47,,09:00:00,8,10,77,28,49,,09:00:00,10,9,94,45,49,,09:00:00,9,11,89,25,64,,09:00:00,1,2,10,5,5,,09:00:00,5,6,30,15,15,,09:00:00,2,3,40,20,20,,09:00:00,1,4,14,4,10,,09:00:00,0,3,17,5,12,,09:00:00,2,5,18,6,12,,09:00:00,2,1,11,7,4,,09:00:00,6,5,50,25,25,,09:00:00,5,4,34,16,18,,09:00:00,10,10,65,32,33
,09:15:00,2,6,27,8,19,,09:15:00,1,4,23,4,19,,09:15:00,3,7,41,9,32,,09:15:00,1,3,46,7,39,,09:15:00,1,0,16,8,8,,09:15:00,2,1,29,10,19,,09:15:00,3,4,36,7,29,,09:15:00,0,4,21,5,16,,09:15:00,3,9,86,38,48,,09:15:00,6,9,73,25,48,,09:15:00,16,12,94,43,51,,09:15:00,6,10,90,20,70,,09:15:00,3,2,11,6,5,,09:15:00,4,4,23,12,11,,09:15:00,6,4,40,21,19,,09:15:00,1,3,11,4,7,,09:15:00,4,4,15,5,10,,09:15:00,1,1,16,7,9,,09:15:00,1,1,11,6,5,,09:15:00,11,11,52,27,25,,09:15:00,3,6,36,18,18,,09:15:00,4,5,63,31,32
,09:30:00,0,3,26,8,18,,09:30:00,1,5,26,5,21,,09:30:00,2,8,38,8,30,,09:30:00,4,5,57,10,47,,09:30:00,3,3,19,9,10,,09:30:00,2,7,35,11,24,,09:30:00,1,2,42,9,33,,09:30:00,4,4,28,8,20,,09:30:00,8,12,98,43,55,,09:30:00,8,14,72,26,46,,09:30:00,8,15,125,32,93,,09:30:00,3,24,97,18,79,,09:30:00,1,0,15,8,7,,09:30:00,3,1,23,13,10,,09:30:00,6,7,44,21,23,,09:30:00,0,1,11,4,7,,09:30:00,0,2,7,1,6,,09:30:00,1,3,20,8,12,,09:30:00,2,1,9,5,4,,09:30:00,4,5,44,22,22,,09:30:00,4,3,38,19,19,,09:30:00,9,9,72,36,36
,09:45:00,4,5,34,11,23,,09:45:00,2,7,25,6,19,,09:45:00,1,10,35,7,28,,09:45:00,2,13,60,8,52,,09:45:00,3,2,19,8,11,,09:45:00,5,7,29,11,18,,09:45:00,2,8,48,12,36,,09:45:00,0,4,29,7,22,,09:45:00,18,13,92,40,52,,09:45:00,6,16,60,23,37,,09:45:00,11,13,125,33,92,,09:45:00,7,19,90,17,73,,09:45:00,0,1,19,10,9,,09:45:00,3,4,28,14,14,,09:45:00,6,6,43,22,21,,09:45:00,2,2,11,5,6,,09:45:00,1,3,8,3,5,,09:45:00,2,3,21,8,13,,09:45:00,2,1,6,3,3,,09:45:00,4,4,44,23,21,,09:45:00,4,5,41,20,21,,09:45:00,9,9,70,35,35
,10:00:00,2,5,32,10,22,,10:00:00,0,3,23,7,16,,10:00:00,3,7,28,7,21,,10:00:00,0,18,55,8,47,,10:00:00,1,3,20,7,13,,10:00:00,1,4,25,8,17,,10:00:00,1,15,45,10,35,,10:00:00,1,4,35,9,26,,10:00:00,9,14,70,25,45,,10:00:00,5,9,53,23,30,,10:00:00,8,11,117,29,88,,10:00:00,4,17,95,16,79,,10:00:00,2,2,28,14,14,,10:00:00,2,2,24,13,11,,10:00:00,3,2,39,19,20,,10:00:00,1,1,10,4,6,,10:00:00,0,1,9,5,4,,10:00:00,3,2,26,9,17,,10:00:00,1,2,7,2,5,,10:00:00,8,5,45,23,22,,10:00:00,7,4,40,21,19,,10:00:00,9,9,77,39,38
,10:15:00,2,5,30,10,20,,10:15:00,2,6,26,9,17,,10:15:00,2,5,26,8,18,,10:15:00,4,11,45,11,34,,10:15:00,2,2,21,9,12,,10:15:00,3,6,23,7,16,,10:15:00,5,8,35,10,25,,10:15:00,3,8,38,11,27,,10:15:00,8,16,65,26,39,,10:15:00,7,7,61,31,30,,10:15:00,5,54,133,32,101,,10:15:00,4,19,94,17,77,,10:15:00,5,4,34,17,17,,10:15:00,5,3,26,13,13,,10:15:00,6,8,46,24,22,,10:15:00,1,3,10,3,7,,10:15:00,0,0,11,5,6,,10:15:00,2,4,27,9,18,,10:15:00,0,0,5,1,4,,10:15:00,6,8,37,18,19,,10:15:00,4,7,51,25,26,,10:15:00,9,9,81,39,42
,10:30:00,3,8,30,12,18,,10:30:00,2,3,21,9,12,,10:30:00,1,6,27,10,17,,10:30:00,2,10,44,12,32,,10:30:00,2,4,20,8,12,,10:30:00,2,1,22,6,16,,10:30:00,4,5,26,8,18,,10:30:00,3,6,33,8,25,,10:30:00,5,9,59,26,33,,10:30:00,5,5,58,30,28,,10:30:00,9,14,96,33,63,,10:30:00,2,18,94,20,74,,10:30:00,3,2,29,14,15,,10:30:00,4,5,22,10,12,,10:30:00,7,5,46,23,23,,10:30:00,1,0,7,3,4,,10:30:00,2,1,13,6,7,,10:30:00,1,4,24,8,16,,10:30:00,0,0,5,1,4,,10:30:00,5,4,32,17,15,,10:30:00,5,5,54,27,27,,10:30:00,8,8,77,38,39
,10:45:00,3,4,25,11,14,,10:45:00,3,4,21,9,12,,10:45:00,1,3,28,14,14,,10:45:00,2,8,40,13,27,,10:45:00,2,4,24,11,13,,10:45:00,2,6,26,8,18,,10:45:00,0,7,30,9,21,,10:45:00,2,8,25,6,19,,10:45:00,3,6,69,32,37,,10:45:00,6,9,79,46,33,,10:45:00,7,9,100,32,68,,10:45:00,6,25,91,24,67,,10:45:00,4,6,27,12,15,,10:45:00,2,1,19,9,10,,10:45:00,3,5,41,19,22,,10:45:00,1,2,8,3,5,,10:45:00,3,2,12,5,7,,10:45:00,3,7,19,7,12,,10:45:00,1,3,5,1,4,,10:45:00,4,5,31,14,17,,10:45:00,5,3,53,27,26,,10:45:00,13,12,76,39,37
,11:00:00,2,3,25,12,13,,11:00:00,2,4,17,7,10,,11:00:00,4,4,31,17,14,,11:00:00,3,5,37,14,23,,11:00:00,3,2,26,11,15,,11:00:00,0,3,25,11,14,,11:00:00,1,5,39,16,23,,11:00:00,3,5,17,6,11,,11:00:00,10,8,90,52,38,,11:00:00,13,9,94,65,29,,11:00:00,11,24,106,34,72,,11:00:00,5,15,74,22,52,,11:00:00,5,5,21,10,11,,11:00:00,2,4,22,11,11,,11:00:00,8,4,46,24,22,,11:00:00,0,2,11,5,6,,11:00:00,0,3,8,2,6,,11:00:00,3,3,13,6,7,,11:00:00,0,1,1,0,1,,11:00:00,3,2,29,14,15,,11:00:00,11,11,59,30,29,,11:00:00,9,13,70,34,36
,11:15:00,4,3,30,15,15,,11:15:00,2,1,16,7,9,,11:15:00,4,4,34,19,15,,11:15:00,5,9,42,14,28,,11:15:00,1,2,27,10,17,,11:15:00,2,6,27,12,15,,11:15:00,3,1,37,16,21,,11:15:00,0,6,18,5,13,,11:15:00,8,10,95,55,40,,11:15:00,6,5,126,93,33,,11:15:00,6,16,89,29,60,,11:15:00,7,16,77,24,53,,11:15:00,2,2,20,10,10,,11:15:00,2,2,20,11,9,,11:15:00,5,9,55,27,28,,11:15:00,1,0,12,6,6,,11:15:00,1,1,10,3,7,,11:15:00,1,2,8,3,5,,11:15:00,0,0,0,0,0,,11:15:00,5,4,29,13,16,,11:15:00,6,8,52,27,25,,11:15:00,8,6,60,32,28
,11:30:00,2,4,28,14,14,,11:30:00,2,3,18,9,9,,11:30:00,5,3,36,19,17,,11:30:00,3,5,30,10,20,,11:30:00,5,5,31,13,18,,11:30:00,4,3,28,14,14,,11:30:00,5,8,44,17,27,,11:30:00,1,0,17,7,10,,11:30:00,11,13,99,59,40,,11:30:00,21,10,142,98,44,,11:30:00,8,19,94,29,65,,11:30:00,6,11,72,24,48,,11:30:00,1,2,25,13,12,,11:30:00,3,3,25,12,13,,11:30:00,3,4,52,26,26,,11:30:00,1,1,14,7,7,,11:30:00,1,1,10,3,7,,11:30:00,0,0,6,2,4,,11:30:00,0,0,1,1,0,,11:30:00,2,6,28,13,15,,11:30:00,5,4,52,28,24,,11:30:00,9,6,57,28,29
,11:45:00,4,3,25,14,11,,11:45:00,1,2,18,10,8,,11:45:00,4,3,28,14,14,,11:45:00,3,4,22,7,15,,11:45:00,2,6,31,13,18,,11:45:00,5,2,26,13,13,,11:45:00,7,9,37,16,21,,11:45:00,2,0,20,10,10,,11:45:00,23,7,88,56,32,,11:45:00,25,5,127,81,46,,11:45:00,9,13,81,27,54,,11:45:00,4,10,75,28,47,,11:45:00,2,2,28,14,14,,11:45:00,4,2,30,14,16,,11:45:00,8,5,49,25,24,,11:45:00,3,3,13,6,7,,11:45:00,0,1,8,2,6,,11:45:00,2,2,9,3,6,,11:45:00,0,0,2,1,1,,11:45:00,4,3,32,17,15,,11:45:00,8,6,56,29,27,,11:45:00,8,11,48,22,26
,12:00:00,5,5,25,14,11,,12:00:00,2,3,21,13,8,,12:00:00,6,5,30,15,15,,12:00:00,3,10,16,5,11,,12:00:00,2,4,30,14,16,,12:00:00,1,4,26,12,14,,12:00:00,1,3,30,12,18,,12:00:00,2,7,25,9,16,,12:00:00,13,10,76,43,33,,12:00:00,41,13,124,70,54,,12:00:00,6,12,88,27,61,,12:00:00,7,16,89,35,54,,12:00:00,5,4,26,13,13,,12:00:00,2,2,28,12,16,,12:00:00,11,10,47,23,24,,12:00:00,1,2,9,4,5,,12:00:00,1,4,11,5,6,,12:00:00,0,1,5,1,4,,12:00:00,0,0,4,2,2,,12:00:00,2,3,34,17,17,,12:00:00,8,7,55,28,27,,12:00:00,7,5,46,23,23
,12:15:00,3,2,18,10,8,,12:15:00,4,1,23,15,8,,12:15:00,4,6,27,12,15,,12:15:00,1,1,14,5,9,,12:15:00,4,3,29,15,14,,12:15:00,4,5,24,12,12,,12:15:00,4,7,30,13,17,,12:15:00,2,3,22,9,13,,12:15:00,12,10,67,40,27,,12:15:00,11,16,93,41,52,,12:15:00,6,21,90,33,57,,12:15:00,7,11,85,35,50,,12:15:00,5,4,21,11,10,,12:15:00,3,6,28,12,16,,12:15:00,4,7,36,17,19,,12:15:00,2,1,8,4,4,,12:15:00,1,1,8,5,3,,12:15:00,0,1,4,1,3,,12:15:00,1,0,5,2,3,,12:15:00,5,3,35,19,16,,12:15:00,7,7,43,22,21,,12:15:00,4,7,44,21,23
,12:30:00,2,1,14,8,6,,12:30:00,3,2,23,13,10,,12:30:00,0,0,20,10,10,,12:30:00,0,0,19,11,8,,12:30:00,5,5,26,13,13,,12:30:00,3,2,19,10,9,,12:30:00,4,2,31,16,15,,12:30:00,4,0,23,11,12,,12:30:00,8,5,72,33,39,,12:30:00,4,12,96,41,55,,12:30:00,6,8,80,33,47,,12:30:00,10,10,88,37,51,,12:30:00,2,4,16,7,9,,12:30:00,5,6,25,14,11,,12:30:00,2,2,27,13,14,,12:30:00,0,1,6,2,4,,12:30:00,0,0,9,5,4,,12:30:00,1,2,3,1,2,,12:30:00,0,1,5,2,3,,12:30:00,6,6,36,18,18,,12:30:00,6,7,41,21,20,,12:30:00,3,3,41,21,20
,12:45:00,4,3,14,9,5,,12:45:00,4,2,24,14,10,,12:45:00,5,4,22,10,12,,12:45:00,1,0,22,11,11,,12:45:00,3,4,24,13,11,,12:45:00,4,3,19,9,10,,12:45:00,3,6,32,14,18,,12:45:00,1,6,19,7,12,,12:45:00,10,8,77,34,43,,12:45:00,14,13,99,40,59,,12:45:00,9,20,88,39,49,,12:45:00,11,17,81,35,46,,12:45:00,1,1,14,8,6,,12:45:00,2,2,22,12,10,,12:45:00,6,5,24,12,12,,12:45:00,1,1,6,3,3,,12:45:00,3,1,10,5,5,,12:45:00,0,0,0,0,0,,12:45:00,1,1,11,6,5,,12:45:00,4,5,31,15,16,,12:45:00,7,6,37,19,18,,12:45:00,9,8,44,23,21
